site,WKT,ffg,taxon,15:0,i-16:0,16:0,16:1w9,16:1w8,16:1w7,16:1w6,16:1w5,i-17:0,17:0,16:2w7,16:2w6,16:2w4,16:3w6,16:3w4,16:3w3,16:4w3,16:4w1,18:0,18:1w9,18:1w7,18:2w6,18:3w6,18:3w3,18:4w3,20:0,20:4w6,20:5w3,22:0,22:5w6,22:6w3,24:0,19:0,order
Arkansas,POINT (-99.0021948 38.2036503),predator,Calopterygidae,1.028726246839029,0.11324635287545365,26.181815524926677,0.3574426818187804,0.07086160304997449,8.620066549317212,NA,1.0367894928745431,0.362240212042859,1.8841745391794364,0.044167524769074415,0.05601652677553047,0.5809312344151863,0.006787002243722561,0.11532318744282136,0.045695178014556886,0.014413616254934246,0.011430177159928171,10.952944860200397,11.088970958299871,14.678541029014376,5.600337963991062,0.2920900407799241,4.377599034027069,0.3322243492848195,0.6873257527590224,1.4353950440991543,6.977822752857559,0.1710773453899857,0.0021878012404057305,0.023457328773800006,0.04495945177670731,0.7292259547839737,odonata
Arkansas,POINT (-99.0021948 38.2036503),predator,Coenagrionidae,0.8125397874196763,0.13310067221295366,18.289954695159295,0.24120288832869852,0.05271325244366147,6.603591466141168,NA,0.6263776140131582,0.48714195965607887,1.8642045789602961,0.059724660608376626,0.07673080789530992,0.562056069906061,0.017162859224389673,0.11698836338410491,0.11618739125932782,0.04975313806948537,0.01452777701678977,9.97490055176532,11.284925286713195,9.509669242623975,9.473393331175739,0.4711631461813595,7.123161188559053,0.4746978709928757,0.8566396874490685,3.5586436964886774,13.818939902945395,0.21370864952385107,0.022206661952152477,0.1374769981700689,0.03822610444769373,0.9909127971200294,odonata
Arkansas,POINT (-99.0021948 38.2036503),collector-filterer,Hydropsychidae,0.8251746193755566,0.1961321593223523,22.078395931013144,0.3424194575899177,0.03987109159157841,6.039197347725532,NA,0.5088998646767663,0.4023918559783533,1.297291860553492,0.04250251504916776,0.2745356168739503,0.5604413068799995,0.0692640983185211,0.10052285743236575,0.602728625096376,0.3909368379151531,0.03654172781765332,6.371483534165339,14.687274356876038,2.444992509700022,11.052405320970452,0.21357244598673084,10.778578124449098,0.3991332365281247,0.34859316042964916,2.1617691875080354,9.831009914863412,0.08704374463840377,0.022293433194019076,0.17868463379585645,0.07264737663159226,0.6639754527956655,trichoptera
Arkansas,POINT (-99.0021948 38.2036503),predator,Leptoceridae,1.0559593473857798,0.12229163597875135,22.739762360562526,0.7616651731937087,0.03096520466185662,9.738424089158865,NA,0.7150403302075349,0.22590597465496387,1.2967524396666363,0.12049311122773133,1.0047959452963608,0.7872026152400711,0.27960018674078463,0.2670789137538177,0.4768464481932531,0.38607124258304687,0.03726607660838307,5.232495938331604,15.146201755126793,2.101509783069348,12.405354646750224,0.29634215875195735,9.195929475780732,0.5442408320401995,0.23636316890082737,1.4951534586214377,6.137105605551012,0.05869950244436413,0.04255301513822709,0.13665569271508554,0.03825184520793541,0.33545101910970765,trichoptera
Arkansas,POINT (-99.0021948 38.2036503),collector-gatherer,Leptohyphidae,1.4246845823352263,0.14564394177011142,31.55694628371085,0.30141676750485297,0.09943395059137973,14.005915744125247,NA,1.3671776137928469,0.4034735204042122,1.758851227731056,0.09667054444833328,0.05158538395013711,0.6480647071827794,0.0031311392501446058,0.1758196879114014,0.04250021306888852,0.00898782976466379,0.02295087215477324,5.3446437942442415,10.372134007135752,15.505726037104703,3.257790858501059,0.1931355909838764,3.238052243193584,0.3825397724986686,0.24772232602871172,1.2472317268011244,4.352180808744607,0.06187650310907526,0.0010112660445199331,0.029202334975441918,0.04876789940898801,0.6041260087243598,ephemeroptera
Arkansas,POINT (-99.0021948 38.2036503),predator,Libellulidae,1.2656782887390958,0.35599486390560015,29.1378419956972,0.5947210058011984,0.1418328665092118,3.9687764186188614,NA,0.6843927289539542,1.030355463867418,2.3459079064389132,0.03340585345830603,0.140192951774899,0.2743794688602667,0.01064956676860976,0.035623689951397766,0.08236125987931314,0.025552044941566925,0.003704626658839202,10.73894706113202,13.880722382440464,7.343720941834646,7.083414114775756,0.2042335979506993,5.637977461545359,0.21671078053766973,0.8044028746914973,1.876576164283892,7.268912180837152,0.20034127020781226,0.010654506270821545,0.04414433126672793,0.050061854916447095,0.614128309991304,odonata
Arkansas,POINT (-99.0021948 38.2036503),scraper,Physidae,1.0798719942857948,0.34468499034318123,29.559733650371466,0.24553225283478144,0.4386686277919014,6.14911443917614,NA,0.8237665822380323,1.10665733095868,2.0526026418800485,0.08622998735920077,0.1527234108541703,0.41658247299145224,0.09351371926147657,0.06790317805670032,0.113015324032086,0.06343895527788612,0.03077964126445586,12.16759162229856,6.76376742809077,12.761568210974469,0.05639018246923211,0.07307227811637994,3.477629544696268,0.14567463804551628,0.42974018223427307,7.595522619511942,6.2261810218840905,0.08810966010817516,0.13063725605372103,1.1099467582693854,0.20793879785529337,3.259822464908859,gastropoda
Arkansas,POINT (-99.0021948 38.2036503),collector-gatherer,Siphlonuridae,2.2249573084950924,0.1328899805515844,46.64023706094708,0.5833338768739551,0.0226234530130722,12.71265646729034,NA,0.7639885348353967,0.6158186011399027,1.8397884597674954,0.015809050028892796,0.03751570585333042,0.13923002081129618,0.0016921977959374573,0.01034931751747194,0.06908819411068641,0.006609149882246295,0.0038496359562566413,7.516646824773282,13.261831666822582,7.694970719732773,0.46590173548795566,0.020069192189015664,0.7138748497034161,0.05306932979981756,0.3195015396491294,0.06464560474884523,0.15422718079254244,0.07977960013138023,0.0013409869326296829,0.0030377459086100987,0.027896177142731772,0.6615216251703429,ephemeroptera
Cedar,POINT (-96.8245069 38.1962442),predator,Calopterygidae,0.47757870076396614,0.09093714402490133,24.258583792711637,0.1525106617197625,0.1456202431283688,9.900681731667648,NA,0.5325791891339021,0.17923279028371117,1.0556059851834498,0.04836602886440372,0.04759815160681899,1.718929075375446,0.007433051853420216,0.3344361415867375,0.02746952909466452,0.038035520159030445,0.015767079689073187,10.633973797570764,7.649327042609816,14.068330428027068,5.594344164224988,0.8038036748762643,3.335228795683834,0.5153480234737006,0.8893963931883757,1.840212728620096,10.797183549079541,0.22208034125693926,0.004003200102875076,0.039325553951772806,NA,2.592261476335149,odonata
Cedar,POINT (-96.8245069 38.1962442),predator,Coenagrionidae,0.8013857616780872,0.16099621108146642,20.00019174899889,0.3475450604936828,0.44487851971440234,9.756856016718846,NA,1.0047543330584237,0.5656074410283249,2.1525596719758213,0.032816173777949244,0.0509802229665696,0.7314286405058505,0.005325203175780267,0.08664136830418227,0.021759342917865358,0.009410290543502117,0.002448968192384272,11.885155271878196,12.934981040817734,12.35897330082771,6.9785589187357315,0.399556976443427,2.552616863198969,0.42909049072945693,1.044886147989793,3.211681098905175,7.764781919903525,0.26132053783926806,0.002646969876023851,0.10757744106375675,0.035338089959042834,1.3098332429820387,odonata
